Match date,Matches,Team,InStat Index,Goals,Chances,Chances successful,Fouls,Yellow cards,Red cards,Tactics,Offsides,Corner,Shots,Shots on target,Passes,"Accurate passes, %",Key passes,Key passes accurate,Crosses,"Accurate crosses, %",Challenges,"Challenges won, %",Defensive challenges,"Challenges in defence won, %",Attacking challenges,"Challenges in attack won, %",Air challenges,"Air challenges won, %",Dribbles,"Successful dribbles, %",Tackles,"Tackles won, %",Lost balls,Lost balls in own half,Ball recoveries,Ball recoveries in opponent's half,Team pressing,"Pressing efficiency, %","Ball possession, %",Entrances to the opposition half,Entrances to the final third,Entrance to the penalty box,Total actions,Successful actions,"Successful actions, %","Shots on target, %",Shots wide,Blocked shots,Shots on post / bar,Accurate passes,Crosses accurate,Positional attacks,Positional attacks with shots,% of efficiency for positional attacks,Counter-attacks,Counter-attacks with a shot,% of efficiency for counterattacks,Set pieces attacks,Attacks with shots - Set pieces attacks,% of efficiency for set-piece attacks,Free-kick attacks,Free-kick attacks with shots,% of efficiency for free-kick attacks,Corner attacks,Corner attacks with shots,% of efficiency for corner attacks,Throw-in attacks,Throw-in attacks with shots,% of efficiency for throw-in attacks,Free-kick shots,Goals - Free-kick attack,% scored free kick shots,Penalties,"Penalties
 scored","Penalties scored, %",Team pressing successful,Opponent's passes per defensive action,Building-ups,Building-ups without pressing,High pressing,High pressing successful,"High pressing, %",Low pressing,Low pressing successful,"Low pressing, %","Ball possession, sec","Ball possessions, quantity",xG (Expected goals),Opponent's xG,Net xG (xG - Opponent's xG),Expected points,xG conversion,xG per shot,Opponent's xG per shot,xG per goal,Opponent's xG per goal,home_Away
17-10-21,St. Gallen 2 : 1 Servette,SER,211,1,5,1,8,3,0,4-3-3d,0,5,14,3,602,81%,5,4,22,27%,121,56%,62,65%,59,47%,35,63%,21,43%,22,59%,81,24,60,10,12,58%,59%,67,47,15,901,710,79%,21%,7,4,0,485,6,67,6,9%,12,3,25%,10,5,50%,5,3,60%,5,2,40%,0,0,0,1,0,0,0,0,0,7,4.04,36,9,9,6,67%,3,1,33%,1764.3,117,0.96,1.45,0.49,0.7,1.04,0.07,0.18,0.96,0.73,a
23-10-21,Grasshopper 3 : 3 Zurich,GRA,212,3,7,3,19,3,0,03-04-03,0,4,10,4,307,76%,5,4,6,17%,167,48%,85,45%,82,51%,51,45%,27,44%,33,52%,64,17,50,14,17,41%,42%,45,29,12,639,455,71%,40%,2,4,0,233,1,45,5,11%,12,2,17%,7,3,43%,2,0,0,4,2,50%,0,0,0,0,0,0,1,1,100%,7,4.85,28,13,9,4,44%,8,3,38%,1164.08,90,1.92,1.08,0.84,2,1.56,0.19,0.09,0.64,0.36,h
23-10-21,Grasshopper 3 : 3 Zurich,ZUR,220,3,4,3,9,2,0,03-05-02,3,6,12,4,527,81%,9,2,21,14%,167,52%,82,49%,85,55%,51,55%,26,62%,29,59%,65,16,54,9,15,60%,58%,74,43,17,864,661,77%,33%,4,4,0,427,3,69,7,10%,16,2,13%,13,3,23%,7,1,14%,6,2,33%,0,0,0,1,0,0,0,0,0,9,3.38,38,21,4,2,50%,11,7,64%,1639.05,117,1.08,1.92,0.84,0.5,2.78,0.09,0.19,0.36,0.64,a
23-10-21,Young Boys 3 : 2 Lausanne-Sport,YB,229,3,9,3,13,2,0,4-4-2c,3,4,17,8,483,85%,8,4,14,64%,114,53%,59,61%,55,44%,24,50%,12,75%,25,60%,58,8,49,15,17,65%,54%,58,44,17,772,628,81%,47%,6,3,0,412,9,62,12,19%,9,1,11%,7,3,43%,3,1,33%,4,2,50%,0,0,0,1,1,100%,0,0,0,11,5.05,32,18,8,6,75%,9,5,56%,1677.55,94,1.48,1.46,0.02,1.5,2.03,0.09,0.13,0.49,0.73,h
24-10-21,Basel 2 : 0 Lugano,BAS,225,2,5,2,9,1,0,4-2-3-1,0,3,14,8,430,86%,7,3,7,29%,125,50%,64,55%,61,46%,23,52%,21,52%,33,48%,65,14,45,6,16,44%,48%,61,39,17,698,565,81%,57%,4,2,0,369,2,52,6,12%,15,4,27%,7,3,43%,3,1,33%,3,1,33%,0,0,0,1,0,0,1,0,0,7,8.55,34,18,10,5,50%,6,2,33%,1636.97,96,1.95,1.76,0.19,1.5,1.03,0.14,0.08,0.98,0,h
24-10-21,Basel 2 : 0 Lugano,LUG,210,0,12,0,8,0,0,4-4-2c,2,4,21,6,547,88%,8,7,15,40%,125,50%,61,54%,64,45%,23,48%,24,71%,25,56%,65,13,54,9,16,31%,52%,62,46,18,818,660,81%,29%,9,4,2,479,6,55,8,15%,20,7,35%,6,5,83%,2,2,100%,4,3,75%,0,0,0,2,0,0,0,0,0,5,7.53,33,17,9,2,22%,7,3,43%,1761.58,99,1.76,1.95,0.19,0.7,0,0.08,0.14,0,0.98,a
24-10-21,Luzern 2 : 0 St. Gallen,LUZ,224,2,6,2,7,2,0,4-4-2c,1,5,12,4,333,68%,5,4,5,40%,212,52%,114,60%,98,43%,41,37%,30,53%,58,64%,86,22,64,7,10,50%,40%,53,37,12,725,500,69%,33%,3,4,1,227,2,59,3,5%,11,3,27%,8,5,63%,3,2,67%,5,3,60%,0,0,0,2,0,0,0,0,0,5,4.04,13,7,7,4,57%,3,1,33%,1127.03,127,2.91,1.2,1.71,2.7,0.69,0.24,0.09,1.46,0,h
24-10-21,Luzern 2 : 0 St. Gallen,SG,199,0,3,0,8,3,0,4-4-2d,0,2,14,5,488,79%,4,3,13,31%,212,48%,98,57%,114,40%,41,63%,51,41%,39,59%,85,12,64,18,6,83%,60%,77,48,17,894,660,74%,36%,4,4,1,384,4,68,8,12%,18,2,11%,11,3,27%,2,0,0,2,1,50%,7,2,29%,0,0,0,0,0,0,5,3.55,30,20,4,3,75%,2,2,100%,1719.94,121,1.2,2.91,1.71,0.1,0,0.09,0.24,0,1.46,a
24-10-21,Servette 1 : 2 Sion,SER,218,1,13,1,11,1,0,4-2-3-1,3,8,17,9,680,85%,12,8,22,41%,134,57%,68,71%,66,42%,36,69%,14,64%,27,59%,72,8,61,15,9,56%,68%,90,61,27,976,794,81%,53%,6,2,0,576,9,80,8,10%,11,2,18%,15,7,47%,6,4,67%,8,3,38%,1,0,0,3,0,0,0,0,0,5,5.17,36,21,4,2,50%,5,3,60%,2177.35,119,2.66,0.77,1.89,2.7,0.38,0.16,0.26,2.66,0.77,h
24-10-21,Servette 1 : 2 Sion,SIO,204,2,4,2,14,2,0,4-3-3d,0,1,3,1,328,73%,5,4,7,14%,134,43%,66,58%,68,29%,36,31%,20,55%,25,64%,81,20,49,5,15,33%,32%,46,23,9,610,436,71%,33%,2,0,0,238,1,55,3,5%,19,1,5%,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6.06,23,14,9,4,44%,6,1,17%,1024.79,103,0.77,2.66,1.89,0.1,1.3,0.26,0.16,0.77,2.66,a
30-10-21,St. Gallen 3 : 1 Young Boys,SG,227,3,4,3,13,2,0,4-4-2d,1,3,5,3,348,70%,4,1,8,38%,192,48%,98,55%,94,40%,50,54%,30,40%,41,51%,93,18,62,11,26,62%,42%,60,32,12,717,493,69%,60%,2,0,0,245,3,64,2,3%,14,3,21%,6,1,17%,0,0,0,3,1,33%,3,0,0,0,0,0,0,0,0,16,3.73,21,7,15,11,73%,11,5,45%,1239.11,117,1.32,0.91,0.41,1.5,1.52,0.26,0.1,0.66,0,h
30-10-21,St. Gallen 3 : 1 Young Boys,YB,217,1,4,1,7,1,0,4-4-2d,3,6,9,4,523,77%,7,2,28,36%,192,52%,94,60%,98,45%,50,46%,34,59%,37,68%,92,18,71,13,14,50%,58%,75,43,15,907,669,74%,44%,5,0,0,403,10,76,7,9%,21,1,5%,9,2,22%,3,0,0,6,2,33%,0,0,0,0,0,0,0,0,0,7,3.06,40,14,3,1,33%,11,6,55%,1682.59,142,0.91,1.32,0.41,0.7,0,0.1,0.26,0,0.66,a
30-10-21,Zurich 3 : 3 Basel,ZUR,220,3,10,3,5,1,0,3-5-2*,1,6,17,7,430,82%,11,6,13,38%,120,51%,54,61%,66,42%,40,53%,20,65%,18,50%,60,9,44,8,20,50%,50%,64,41,22,699,542,78%,41%,7,3,0,352,5,60,8,13%,14,5,36%,12,5,42%,6,2,33%,6,3,50%,0,0,0,2,0,0,0,0,0,10,8.31,25,6,11,5,45%,9,5,56%,1346.12,103,1.44,1.8,0.36,0.7,1.39,0.08,0.09,0.72,0.6,h
30-10-21,Zurich 3 : 3 Basel,BAS,224,3,12,3,14,4,0,4-3-3d,1,4,19,10,390,83%,8,4,5,40%,120,49%,66,58%,54,39%,40,48%,12,75%,31,58%,62,12,48,7,19,42%,50%,57,38,25,679,532,78%,53%,3,5,1,324,2,58,12,21%,15,4,27%,4,1,25%,0,0,0,4,1,25%,0,0,0,0,0,0,0,0,0,8,4.69,29,9,9,3,33%,10,5,50%,1366.42,92,1.8,1.44,0.36,1.5,1.67,0.09,0.08,0.6,0.72,a
31-10-21,Lausanne-Sport 1 : 1 Luzern,LUZ,210,1,3,1,9,3,0,4-3-3d,1,1,11,3,494,87%,8,2,10,20%,128,45%,71,56%,57,32%,21,29%,18,50%,31,61%,69,16,50,11,21,38%,49%,51,30,9,763,610,80%,27%,8,0,0,429,2,53,8,15%,9,0,0,4,3,75%,3,3,100%,1,0,0,0,0,0,2,0,0,0,0,0,8,7.77,41,18,7,5,71%,14,3,21%,1675.72,98,0.36,0.62,0.26,0.7,2.78,0.03,0.09,0.36,0.62,a
31-10-21,Lugano 2 : 1 Servette,LUG,221,2,4,2,13,2,0,4-2-3-1,2,4,11,7,511,85%,7,2,12,33%,139,47%,65,45%,74,49%,35,40%,24,67%,15,47%,74,15,60,10,15,47%,53%,61,36,16,822,647,79%,64%,2,2,0,432,4,64,3,5%,17,5,29%,6,2,33%,1,0,0,4,1,25%,0,0,0,0,0,0,1,1,100%,7,5.61,36,23,7,4,57%,8,3,38%,1708.81,107,1.49,1.48,0.01,1.5,1.34,0.14,0.12,0.75,1.48,h
31-10-21,Lugano 2 : 1 Servette,SER,207,1,4,1,15,2,0,4-3-3d,1,6,12,7,485,80%,10,4,17,24%,139,53%,74,51%,65,55%,35,60%,9,89%,28,43%,76,16,51,7,13,31%,47%,60,35,19,764,581,76%,58%,1,3,1,387,4,51,3,6%,15,5,33%,10,3,30%,4,2,50%,6,1,17%,0,0,0,1,0,0,0,0,0,4,6.75,32,17,7,3,43%,6,1,17%,1519.42,105,1.48,1.49,0.01,0.7,0.68,0.12,0.14,1.48,0.75,a
31-10-21,Sion 1 : 3 Grasshopper,SIO,197,1,5,1,11,1,0,4-1-4-1,3,5,6,4,562,84%,10,3,21,19%,130,53%,46,59%,84,50%,27,56%,33,64%,24,54%,73,10,46,6,22,41%,57%,63,45,18,856,688,80%,67%,2,0,0,474,4,71,1,1%,13,2,15%,10,3,30%,2,1,50%,5,0,0,1,0,0,0,0,0,2,1,50%,9,6.53,36,15,11,5,45%,11,4,36%,2032.69,101,1.76,2.14,0.38,0.7,0.57,0.29,0.21,1.76,0.71,h
31-10-21,Sion 1 : 3 Grasshopper,GRA,226,3,7,3,10,4,0,03-05-02,2,1,10,6,389,82%,9,6,9,56%,130,47%,84,50%,46,41%,27,44%,14,79%,38,45%,66,11,55,7,21,38%,43%,45,24,9,674,521,77%,60%,4,0,0,320,5,54,6,11%,12,3,25%,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5.21,28,6,9,4,44%,12,4,33%,1503.24,91,2.14,1.76,0.38,1.5,1.4,0.21,0.29,0.71,1.76,a
06-11-21,Grasshopper 1 : 1 Young Boys,GRA,214,1,3,1,13,3,0,4-4-2d,0,6,6,3,337,72%,5,2,10,50%,169,48%,100,51%,69,43%,34,53%,21,57%,48,50%,83,19,58,6,18,39%,39%,48,27,9,666,468,70%,50%,1,2,0,241,5,38,1,3%,14,2,14%,8,2,25%,2,1,50%,6,1,17%,0,0,0,0,0,0,0,0,0,7,4.79,24,6,14,4,29%,4,3,75%,1248.26,107,0.66,3.85,3.19,0.1,1.52,0.11,0.14,0.66,3.85,h
06-11-21,Grasshopper 1 : 1 Young Boys,YB,235,1,8,1,8,3,0,4-4-2c,1,6,27,14,572,84%,12,5,34,50%,169,52%,69,57%,100,49%,34,47%,43,56%,27,56%,72,16,63,13,18,67%,61%,78,58,27,936,740,79%,52%,4,9,0,479,17,72,12,17%,20,5,25%,13,5,38%,6,2,33%,6,2,33%,1,1,100%,2,0,0,0,0,0,12,5.48,38,20,12,7,58%,6,5,83%,1962.23,120,3.85,0.66,3.19,2.7,0.26,0.14,0.11,3.85,0.66,a
06-11-21,Luzern 0 : 1 Sion,LUZ,200,0,1,0,19,3,1,4-4-2c,5,9,16,3,529,82%,1,0,26,8%,94,57%,49,78%,45,36%,22,55%,12,58%,18,83%,68,8,54,5,13,38%,55%,77,48,19,793,633,80%,19%,7,6,0,433,2,65,9,14%,25,2,8%,12,4,33%,2,0,0,9,4,44%,1,0,0,0,0,0,0,0,0,5,6.75,34,23,4,1,25%,9,4,44%,1721.69,108,1.41,0.76,0.65,2,0,0.09,0.11,0,0.76,h
06-11-21,Luzern 0 : 1 Sion,SIO,222,1,2,1,11,1,0,4-4-2c,1,1,7,4,447,85%,3,1,2,0,94,43%,45,64%,49,22%,22,45%,7,43%,19,63%,70,10,47,5,11,45%,45%,53,28,10,690,555,80%,57%,2,1,0,378,0,57,2,4%,16,1,6%,7,4,57%,5,3,60%,1,0,0,1,1,100%,0,0,0,0,0,0,5,4.87,34,21,6,3,50%,5,2,40%,1425.74,100,0.76,1.41,0.65,0.5,1.32,0.11,0.09,0.76,0,a
07-11-21,Basel 0 : 1 St. Gallen,BAS,208,0,8,0,5,3,0,4-2-3-1,3,8,11,3,498,77%,10,5,15,53%,233,50%,111,50%,122,50%,57,51%,53,53%,31,65%,81,18,65,5,16,50%,52%,70,50,19,931,678,73%,27%,7,0,1,384,8,66,6,9%,24,2,8%,10,3,30%,2,1,50%,8,2,25%,0,0,0,1,0,0,0,0,0,8,3.13,29,11,2,1,50%,14,7,50%,1554.1,125,1.84,3.23,1.39,0.3,0,0.17,0.15,0,3.23,h
07-11-21,Basel 0 : 1 St. Gallen,SG,224,1,9,1,9,2,0,4-4-2d,2,8,21,10,421,75%,17,4,6,33%,233,50%,122,50%,111,50%,57,49%,28,39%,60,53%,76,9,62,13,18,44%,48%,77,50,14,841,596,71%,48%,6,3,2,316,2,64,4,6%,27,8,30%,10,7,70%,1,1,100%,8,6,75%,1,0,0,1,0,0,0,0,0,8,4.92,22,6,9,5,56%,9,3,33%,1416.5,118,3.23,1.84,1.39,2.3,0.31,0.15,0.17,3.23,0,a
07-11-21,Lausanne-Sport 0 : 2 Lugano,LUG,222,2,7,2,16,4,0,4-2-3-1,1,7,10,5,450,83%,6,4,12,17%,143,50%,70,59%,73,41%,36,42%,16,63%,40,68%,72,18,51,8,22,18%,49%,64,41,14,749,579,77%,50%,3,1,1,372,2,54,4,7%,13,1,8%,13,5,38%,5,1,20%,7,3,43%,0,0,0,1,0,0,1,1,100%,4,5.71,33,11,13,2,15%,9,2,22%,1580.76,105,1.82,0.87,0.95,2,1.1,0.18,0.06,0.91,0,a
07-11-21,Servette 1 : 2 Zurich,SER,210,1,8,1,21,7,0,4-3-3d,0,5,13,3,549,82%,6,5,20,25%,160,51%,79,52%,81,49%,33,52%,23,57%,38,61%,68,19,46,7,16,25%,61%,74,47,15,874,667,76%,23%,4,5,1,450,5,67,7,10%,14,3,21%,11,3,27%,6,1,17%,5,2,40%,0,0,0,1,0,0,0,0,0,4,4.4,40,23,6,2,33%,10,2,20%,1789.73,109,1.32,0.84,0.48,1.5,0.76,0.1,0.07,1.32,0.42,h
07-11-21,Servette 1 : 2 Zurich,ZUR,222,2,6,2,12,5,0,03-05-02,0,0,12,4,320,78%,7,3,4,25%,160,49%,81,51%,79,48%,33,48%,25,60%,36,64%,61,13,52,13,17,35%,39%,48,29,9,628,465,74%,33%,5,3,0,251,1,59,3,5%,17,1,6%,6,6,100%,5,5,100%,0,0,0,1,1,100%,3,1,33%,0,0,0,6,4.59,24,8,8,4,50%,9,2,22%,1140.52,102,0.84,1.32,0.48,0.7,2.38,0.07,0.1,0.42,1.32,a
20-11-21,Sion 0 : 1 Zurich,SIO,206,0,7,0,9,1,0,03-05-02,2,6,13,5,595,84%,8,3,24,29%,127,55%,48,73%,79,44%,34,68%,22,64%,15,73%,66,14,47,8,10,30%,62%,70,47,17,892,719,81%,38%,6,2,0,501,7,76,8,11%,8,1,13%,16,3,19%,7,1,14%,6,2,33%,3,0,0,0,0,0,0,0,0,3,4.59,33,19,4,1,25%,6,2,33%,1905.27,113,1.02,1.3,0.28,0.7,0,0.08,0.13,0,1.3,h
20-11-21,Sion 0 : 1 Zurich,ZUR,218,1,3,1,19,2,1,03-05-02,3,2,10,2,342,75%,7,4,13,31%,127,45%,79,56%,48,27%,34,32%,8,50%,36,61%,67,12,56,10,14,43%,38%,47,30,12,645,473,73%,20%,5,3,0,257,4,49,6,12%,18,3,17%,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,5.11,19,9,5,3,60%,9,3,33%,1190.39,95,1.3,1.02,0.28,1.5,0.77,0.13,0.08,1.3,0,a
21-11-21,Lugano 3 : 1 Luzern,LUG,221,3,7,3,13,1,0,03-04-03,2,4,11,7,414,82%,6,4,7,14%,150,49%,69,58%,81,41%,33,48%,23,48%,37,70%,73,14,63,6,24,33%,44%,57,33,12,714,554,78%,64%,3,0,1,341,1,48,4,8%,24,1,4%,10,6,60%,5,2,40%,4,3,75%,0,0,0,0,0,0,1,1,100%,8,5.87,36,17,13,5,38%,11,3,27%,1465.55,108,1.69,0.43,1.26,2.3,1.78,0.15,0.04,0.56,0.43,h
21-11-21,Lugano 3 : 1 Luzern,LUZ,206,1,2,1,15,3,0,4-1-4-1,1,4,11,4,549,83%,4,1,16,13%,150,51%,81,59%,69,42%,33,52%,27,41%,35,69%,77,12,54,12,19,42%,56%,63,47,16,840,658,78%,36%,4,2,1,458,2,69,9,13%,11,0,0,10,2,20%,6,1,17%,4,1,25%,0,0,0,0,0,0,0,0,0,8,6.09,51,27,11,4,36%,8,4,50%,1880.93,111,0.43,1.69,1.26,0.3,2.33,0.04,0.15,0.43,0.56,a
21-11-21,Servette 3 : 2 Grasshopper,SER,225,3,8,3,8,2,0,03-05-02,2,4,15,5,427,76%,8,6,13,46%,159,55%,76,55%,83,54%,52,56%,23,70%,33,61%,74,19,62,12,10,40%,39%,59,35,15,763,559,73%,33%,4,6,0,323,6,58,6,10%,19,4,21%,7,4,57%,2,1,50%,4,2,50%,0,0,0,0,0,0,1,0,0,4,5.11,29,17,3,2,67%,7,2,29%,1375.06,111,3.14,1.69,1.45,2.3,0.96,0.21,0.17,1.05,0.85,h
21-11-21,Servette 3 : 2 Grasshopper,GRA,205,2,7,2,16,2,0,03-05-02,0,3,10,5,557,82%,8,5,25,56%,159,45%,83,46%,76,45%,52,44%,26,50%,27,41%,78,16,59,15,12,50%,61%,74,38,19,907,698,77%,50%,4,1,0,455,14,75,3,4%,13,4,31%,7,3,43%,2,1,50%,3,1,33%,1,0,0,0,0,0,1,1,100%,6,4.89,42,32,5,2,40%,7,4,57%,2110.45,112,1.69,3.14,1.45,0.3,1.18,0.17,0.21,0.85,1.05,a
21-11-21,St. Gallen 0 : 1 Lausanne-Sport,SG,199,0,6,0,21,4,0,4-4-2d,2,7,10,4,487,78%,5,4,12,50%,210,48%,101,53%,109,42%,34,59%,44,55%,48,60%,97,8,62,12,20,65%,54%,84,49,17,877,642,73%,40%,3,3,0,381,6,76,5,7%,23,1,4%,12,3,25%,5,0,0,7,3,43%,0,0,0,0,0,0,0,0,0,13,3.36,33,16,6,3,50%,14,10,71%,1671.99,123,1.21,2.23,1.02,0.3,0,0.12,0.15,0,0,h
27-11-21,Grasshopper 0 : 1 Lugano,GRA,210,0,5,0,11,3,0,03-05-02,1,4,13,4,538,82%,10,4,17,29%,150,55%,73,60%,77,49%,39,56%,32,56%,31,68%,71,16,54,11,16,63%,52%,64,36,13,870,684,79%,31%,7,2,0,440,5,62,7,11%,10,2,20%,8,3,38%,4,2,50%,4,1,25%,0,0,0,1,0,0,0,0,0,10,6.17,48,24,9,5,56%,7,5,71%,1802.32,105,1.75,1.52,0.23,1.5,0,0.13,0.1,0,1.52,h
27-11-21,Grasshopper 0 : 1 Lugano,LUG,223,1,5,1,10,1,0,03-04-03,3,3,15,4,494,80%,6,3,12,17%,150,45%,77,51%,73,40%,39,44%,25,40%,37,51%,70,21,56,13,24,42%,48%,52,34,13,823,623,76%,27%,6,3,2,395,2,61,9,15%,15,1,7%,5,2,40%,2,1,50%,3,1,33%,0,0,0,0,0,0,0,0,0,10,7.33,31,15,14,7,50%,10,3,30%,1647.71,99,1.52,1.75,0.23,0.7,0.66,0.1,0.13,1.52,0,a
27-11-21,Sion 3 : 1 St. Gallen,SIO,219,3,5,3,12,2,0,4-3-3d,4,3,11,5,374,76%,8,4,5,20%,201,52%,101,56%,100,47%,56,48%,35,46%,44,66%,82,25,65,11,15,53%,44%,62,27,14,759,540,71%,45%,5,1,0,284,1,58,6,10%,17,2,12%,11,3,27%,7,3,43%,3,0,0,1,0,0,1,0,0,0,0,0,8,3.06,33,5,5,2,40%,10,6,60%,1160.57,122,1.33,1.34,0.01,0.7,2.26,0.12,0.08,0.44,1.34,h
27-11-21,Sion 3 : 1 St. Gallen,SG,200,1,5,1,17,2,1,4-4-2d,4,4,16,2,431,77%,13,5,12,17%,201,48%,100,53%,101,44%,56,52%,34,44%,43,63%,84,14,58,18,28,64%,56%,78,48,16,807,573,71%,13%,8,6,0,334,2,78,12,15%,17,1,6%,10,3,30%,5,1,20%,4,2,50%,1,0,0,1,0,0,0,0,0,18,3.79,22,7,12,9,75%,16,9,56%,1478.24,126,1.34,1.33,0.01,1.5,0.75,0.08,0.12,1.34,0.44,a
28-11-21,Lausanne-Sport 0 : 3 Servette,SER,238,3,7,3,9,2,0,4-3-3d,1,1,11,7,471,81%,14,6,12,42%,176,52%,100,50%,76,55%,34,50%,31,74%,38,53%,80,22,69,8,24,29%,43%,59,37,19,789,602,76%,64%,3,1,0,382,5,56,5,9%,22,4,18%,4,1,25%,3,1,33%,1,0,0,0,0,0,0,0,0,0,0,0,7,4.38,33,14,14,4,29%,10,3,30%,1440.87,110,2.1,0.81,1.29,2.3,1.43,0.19,0.06,0.7,0,a
28-11-21,Luzern 1 : 3 Basel,LUZ,211,1,9,1,12,2,0,4-2-3-1,1,6,18,7,492,78%,12,6,16,19%,198,56%,120,63%,78,45%,26,54%,28,54%,51,67%,72,13,65,10,26,38%,49%,72,46,16,892,668,75%,39%,7,4,0,383,3,58,10,17%,21,2,10%,10,5,50%,4,3,75%,6,2,33%,0,0,0,0,0,0,0,0,0,10,5.39,33,16,8,3,38%,18,7,39%,1605.67,106,2.28,2.11,0.17,1.5,0.44,0.13,0.16,2.28,0.7,h
28-11-21,Luzern 1 : 3 Basel,BAS,223,3,14,3,10,3,0,4-2-3-1,1,4,13,7,491,82%,17,11,5,60%,198,44%,78,55%,120,38%,26,46%,32,53%,39,62%,76,13,62,12,17,29%,51%,64,39,18,886,668,75%,54%,5,1,0,404,3,69,8,12%,21,4,19%,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4.56,37,11,9,4,44%,8,1,13%,1691.31,117,2.11,2.28,0.17,0.7,1.42,0.16,0.13,0.7,2.28,a
28-11-21,Zurich 1 : 0 Young Boys,ZUR,232,1,5,1,14,4,0,03-05-02,0,2,10,4,325,76%,8,4,11,36%,197,50%,98,49%,99,51%,40,45%,30,63%,51,47%,69,18,54,7,19,21%,35%,53,27,10,693,493,71%,40%,3,3,0,246,4,54,4,7%,16,4,25%,4,2,50%,2,1,50%,2,1,50%,0,0,0,1,0,0,0,0,0,4,4.67,29,10,10,3,30%,9,1,11%,1162.38,103,1.24,1.32,0.08,0.7,0.81,0.12,0.07,1.24,0,h
28-11-21,Zurich 1 : 0 Young Boys,YB,222,0,3,0,14,3,0,4-3-3d,1,5,20,6,543,81%,4,0,17,29%,197,50%,99,49%,98,51%,40,55%,43,63%,36,47%,67,10,52,12,19,37%,65%,75,55,27,938,709,76%,30%,7,6,1,439,5,79,13,16%,16,3,19%,11,3,27%,5,1,20%,5,2,40%,1,0,0,0,0,0,0,0,0,7,3.78,40,21,6,5,83%,13,2,15%,2170.3,114,1.32,1.24,0.08,1.5,0,0.07,0.12,0,1.24,a
01-12-21,Young Boys 3 : 1 Lugano,YB,238,3,7,3,16,1,0,4-3-3d,3,7,19,10,588,87%,3,1,18,22%,164,49%,74,46%,90,51%,41,51%,28,32%,26,35%,55,6,41,7,20,25%,62%,69,51,18,919,735,80%,53%,3,5,1,509,4,70,7,10%,9,4,44%,13,6,46%,4,2,50%,7,3,43%,1,0,0,2,0,0,1,1,100%,5,4.63,43,22,13,2,15%,7,3,43%,1941.33,97,2.27,0.36,1.91,2.7,1.32,0.12,0.04,0.76,0.36,h
01-12-21,Young Boys 3 : 1 Lugano,LUG,207,1,1,1,19,3,0,3-5-2*,3,4,9,2,313,77%,3,0,5,40%,164,51%,90,49%,74,54%,41,49%,25,68%,36,75%,55,10,37,5,21,19%,38%,47,24,6,619,447,72%,22%,6,1,0,241,2,45,4,9%,12,1,8%,11,4,36%,6,1,17%,4,2,50%,1,1,100%,1,1,100%,0,0,0,4,5.09,30,10,10,1,10%,11,3,27%,1168.16,93,0.36,2.27,1.91,0.1,2.78,0.04,0.12,0.36,0.76,a
04-12-21,Young Boys 1 : 2 Servette,YB,210,1,5,1,10,4,1,4-4-2c,2,7,12,3,532,83%,6,4,17,29%,195,49%,89,53%,106,46%,34,65%,35,57%,39,41%,87,13,59,16,18,44%,54%,78,53,20,894,681,76%,25%,5,4,0,444,5,75,7,9%,16,2,13%,10,3,30%,3,0,0,7,3,43%,0,0,0,0,0,0,0,0,0,8,7.11,31,23,6,3,50%,12,5,42%,1797.9,119,0.54,1.59,1.05,0.3,1.85,0.05,0.18,0.54,0.8,h
04-12-21,Young Boys 1 : 2 Servette,SER,235,2,8,2,10,4,0,4-1-4-1,0,3,9,4,454,83%,5,4,8,25%,195,51%,106,54%,89,47%,34,35%,35,66%,48,58%,84,25,69,8,8,63%,46%,55,29,14,816,621,76%,44%,3,2,0,377,2,48,4,8%,22,3,14%,7,2,29%,2,1,50%,3,0,0,1,0,0,1,1,100%,1,1,100%,5,4.83,32,14,1,1,100%,7,4,57%,1510.92,113,1.59,0.54,1.05,2.3,1.26,0.18,0.05,0.8,0.54,a
04-12-21,Zurich 4 : 0 Luzern,ZUR,239,4,10,4,14,2,0,3-5-2*,1,5,23,7,470,83%,15,9,13,38%,141,61%,76,58%,65,65%,25,64%,35,74%,38,53%,61,11,48,9,18,50%,49%,73,56,31,796,637,80%,30%,8,7,1,388,5,69,12,17%,19,7,37%,7,4,57%,2,0,0,5,4,80%,0,0,0,0,0,0,0,0,0,9,6.38,26,12,5,2,40%,13,7,54%,1502.78,102,3.19,0.66,2.53,2.7,1.25,0.14,0.05,0.8,0,h
04-12-21,Zurich 4 : 0 Luzern,LUZ,195,0,1,0,13,0,0,3-5-2*,1,9,13,5,448,83%,2,1,17,29%,141,39%,65,35%,76,42%,25,36%,32,56%,39,33%,66,18,46,4,14,36%,51%,58,42,9,754,569,75%,38%,4,4,0,370,5,58,7,12%,11,3,27%,11,2,18%,2,1,50%,9,1,11%,0,0,0,0,0,0,0,0,0,5,7.05,36,18,5,2,40%,9,3,33%,1577.57,110,0.66,3.19,2.53,0.1,0,0.05,0.14,0,0.8,a
