Match date,Matches,Team,InStat Index,Goals,Chances,Chances successful,Fouls,Yellow cards,Red cards,Tactics,Offsides,Corner,Shots,Shots on target,Passes,"Accurate passes, %",Key passes,Key passes accurate,Crosses,"Accurate crosses, %",Challenges,"Challenges won, %",Defensive challenges,"Challenges in defence won, %",Attacking challenges,"Challenges in attack won, %",Air challenges,"Air challenges won, %",Dribbles,"Successful dribbles, %",Tackles,"Tackles won, %",Lost balls,Lost balls in own half,Ball recoveries,Ball recoveries in opponent's half,Team pressing,"Pressing efficiency, %","Ball possession, %",Entrances to the opposition half,Entrances to the final third,Entrance to the penalty box,Total actions,Successful actions,"Successful actions, %","Shots on target, %",Shots wide,Blocked shots,Shots on post / bar,Accurate passes,Crosses accurate,Positional attacks,Positional attacks with shots,% of efficiency for positional attacks,Counter-attacks,Counter-attacks with a shot,% of efficiency for counterattacks,Set pieces attacks,Attacks with shots - Set pieces attacks,% of efficiency for set-piece attacks,Free-kick attacks,Free-kick attacks with shots,% of efficiency for free-kick attacks,Corner attacks,Corner attacks with shots,% of efficiency for corner attacks,Throw-in attacks,Throw-in attacks with shots,% of efficiency for throw-in attacks,Free-kick shots,Goals - Free-kick attack,% scored free kick shots,Penalties,"Penalties
 scored","Penalties scored, %",Team pressing successful,Opponent's passes per defensive action,Building-ups,Building-ups without pressing,High pressing,High pressing successful,"High pressing, %",Low pressing,Low pressing successful,"Low pressing, %","Ball possession, sec","Ball possessions, quantity",xG (Expected goals),Opponent's xG,Net xG (xG - Opponent's xG),Expected points,xG conversion,xG per shot,Opponent's xG per shot,xG per goal,Opponent's xG per goal,home_Away
25-10-20,Young Boys 2 : 1 Luzern,YB,235,2,9,2,11,2,0,4-4-2c,2,14,13,7,600,86%,12,5,28,43%,144,50%,58,64%,86,41%,35,43%,39,51%,29,66%,75,2,59,22,18,61%,61%,87,60,24,903,726,80%,54%,5,1,0,513,12,81,7,9%,16,1,6%,16,4,25%,2,1,50%,14,3,21%,0,0,0,1,0,0,0,0,0,11,10.62,42,27,10,5,50%,8,6,75%,1992.57,115,2.62,0.84,1.78,2.7,0.76,0.2,0.14,1.31,0.84,h
25-10-20,Young Boys 2 : 1 Luzern,LUZ,204,1,3,1,11,2,0,4-4-2c,1,5,6,1,360,77%,4,2,4,25%,144,50%,86,59%,58,36%,35,57%,24,42%,44,55%,74,27,59,2,15,20%,39%,39,19,8,653,470,72%,17%,5,0,0,276,1,44,3,7%,16,1,6%,8,2,25%,2,0,0,5,1,20%,0,0,0,0,0,0,1,1,100%,3,5.97,35,17,5,1,20%,10,2,20%,1270.09,109,0.84,2.62,1.78,0.1,1.19,0.14,0.2,0.84,1.31,a
01-11-20,St. Gallen 1 : 3 Basel,SG,217,1,12,1,17,2,0,4-4-2d,1,4,20,4,546,80%,15,10,16,19%,184,50%,111,57%,73,40%,37,65%,30,63%,58,52%,83,4,74,22,19,68%,59%,98,66,23,920,697,76%,20%,13,3,0,439,3,83,12,14%,22,4,18%,9,4,44%,2,1,50%,4,2,50%,3,1,33%,1,0,0,0,0,0,13,5.87,29,22,9,7,78%,10,6,60%,1910.34,122,1.34,1.04,0.3,1.5,0.75,0.07,0.13,1.34,0.35,h
01-11-20,St. Gallen 1 : 3 Basel,BAS,223,3,5,3,5,1,0,4-2-3-1,0,0,8,5,358,77%,7,4,5,0,184,50%,73,60%,111,43%,37,35%,37,76%,36,47%,92,27,70,4,7,29%,41%,41,20,7,727,536,74%,63%,3,0,0,276,0,55,2,4%,22,5,23%,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.43,26,7,3,1,33%,4,1,25%,1322.44,124,1.04,1.34,0.3,0.7,2.88,0.13,0.07,0.35,1.34,a
04-11-20,Zurich 1 : 0 Basel,ZUR,230,1,5,1,12,1,0,4-4-2c,0,4,12,4,334,81%,5,4,5,40%,156,47%,81,51%,75,43%,36,53%,15,47%,28,50%,67,21,51,4,17,29%,34%,45,24,14,622,457,73%,33%,4,4,0,269,2,37,6,16%,17,1,6%,11,5,45%,7,4,57%,4,1,25%,0,0,0,0,0,0,0,0,0,5,6.82,28,9,4,0,0,13,5,38%,1122.62,95,1.58,0.69,0.89,2,0.63,0.13,0.06,1.58,0,h
04-11-20,Zurich 1 : 0 Basel,BAS,209,0,2,0,11,1,0,4-2-3-1,1,7,12,2,694,87%,4,2,25,24%,156,53%,75,57%,81,49%,36,47%,21,67%,21,67%,67,6,52,14,19,63%,66%,72,48,12,1002,818,82%,17%,6,4,0,607,6,76,8,11%,13,2,15%,7,1,14%,0,0,0,7,1,14%,0,0,0,0,0,0,0,0,0,12,4.64,41,24,7,5,71%,12,7,58%,2215.46,109,0.69,1.58,0.89,0.5,0,0.06,0.13,0,1.58,a
07-11-20,Lausanne-Sport 0 : 1 Lugano,LUG,222,1,3,1,14,0,0,3-5-2*,2,3,5,4,430,81%,2,0,6,0,183,44%,92,58%,91,31%,48,38%,24,38%,37,68%,87,14,65,8,14,29%,43%,55,25,7,765,567,74%,80%,1,0,0,347,0,67,2,3%,16,0,0,6,2,33%,2,0,0,3,1,33%,0,0,0,0,0,0,1,1,100%,4,7.41,38,11,4,1,25%,10,3,30%,1480.24,119,1.28,1.24,0.04,1.5,0.78,0.26,0.25,1.28,0,a
07-11-20,Zurich 2 : 0 Luzern,ZUR,222,2,3,2,17,4,1,4-4-2c,4,2,11,3,475,87%,3,1,14,14%,133,45%,69,52%,64,38%,28,43%,19,53%,36,61%,69,10,49,11,12,67%,45%,62,39,15,732,587,80%,27%,4,4,0,413,2,60,3,5%,19,5,26%,7,3,43%,3,1,33%,2,0,0,0,0,0,1,0,0,2,2,100%,8,6.95,29,20,7,5,71%,5,3,60%,1561.97,90,2.11,0.92,1.19,2.3,0.95,0.19,0.08,1.06,0,h
07-11-20,Zurich 2 : 0 Luzern,LUZ,202,0,3,0,11,4,1,4-4-2c,1,3,11,3,534,83%,5,2,26,8%,133,55%,64,63%,69,48%,28,57%,26,54%,22,55%,66,21,48,7,9,22%,55%,60,42,15,796,633,80%,27%,5,2,1,445,2,66,7,11%,10,1,10%,6,2,33%,3,0,0,3,2,67%,0,0,0,0,0,0,0,0,0,2,6.35,38,26,4,2,50%,5,0,0,1905.1,110,0.92,2.11,1.19,0.3,0,0.08,0.19,0,1.06,a
08-11-20,Young Boys 0 : 0 St. Gallen,YB,235,0,16,0,14,1,0,4-4-2d,6,11,24,6,487,79%,15,8,21,33%,216,60%,96,67%,120,55%,53,66%,45,60%,27,67%,78,7,59,10,13,54%,57%,87,71,23,892,672,75%,25%,7,10,1,387,7,70,12,17%,24,1,4%,18,10,56%,5,4,80%,11,5,45%,2,1,50%,1,0,0,0,0,0,7,3.47,26,17,2,2,100%,11,5,45%,1606.58,126,2.99,0.79,2.2,2.7,0,0.12,0.07,0,0,h
08-11-20,Young Boys 0 : 0 St. Gallen,SG,212,0,3,0,19,4,0,4-2-3-1,2,5,11,1,345,73%,4,3,6,17%,216,40%,120,45%,96,33%,53,34%,16,56%,56,52%,85,17,49,1,9,22%,43%,58,30,7,727,485,67%,9%,5,5,0,253,1,67,6,9%,15,3,20%,10,2,20%,4,1,25%,5,1,20%,1,0,0,0,0,0,0,0,0,2,3.37,19,6,4,2,50%,5,0,0,1236.57,116,0.79,2.99,2.2,0.1,0,0.07,0.12,0,0,a
21-11-20,Luzern 1 : 1 Vaduz,LUZ,215,1,3,1,12,3,1,4-3-3d,0,4,12,6,451,82%,7,2,8,25%,177,51%,76,55%,101,48%,38,61%,35,54%,32,63%,75,19,61,8,10,50%,46%,52,31,14,809,613,76%,50%,1,5,0,369,2,61,7,11%,19,1,5%,10,3,30%,5,1,20%,4,1,25%,1,1,100%,1,0,0,0,0,0,5,4.92,33,12,3,2,67%,7,3,43%,1510.08,112,1.43,1.37,0.06,1.5,0.7,0.12,0.14,1.43,1.37,h
21-11-20,Young Boys 2 : 1 Basel,YB,237,2,9,2,15,1,0,4-4-2c,1,8,25,9,539,82%,8,5,21,48%,172,48%,86,53%,86,43%,49,41%,31,52%,32,56%,77,11,68,16,21,43%,58%,87,71,27,895,681,76%,36%,8,8,0,442,10,82,11,13%,20,5,25%,10,8,80%,2,2,100%,8,6,75%,0,0,0,2,0,0,0,0,0,9,4.86,29,12,10,4,40%,11,5,45%,1846.28,122,2.57,1.73,0.84,2,0.78,0.1,0.13,1.29,1.73,h
21-11-20,Young Boys 2 : 1 Basel,BAS,217,1,7,1,10,2,0,4-2-3-1,3,5,13,6,355,78%,10,5,6,17%,172,52%,86,57%,86,47%,49,59%,25,56%,36,56%,80,20,58,8,17,35%,42%,57,36,16,708,523,74%,46%,4,3,0,277,1,46,6,13%,21,4,19%,10,3,30%,4,0,0,5,2,40%,0,0,0,0,0,0,1,1,100%,6,5.26,29,8,6,4,67%,11,2,18%,1322.7,107,1.73,2.57,0.84,0.5,0.58,0.13,0.1,1.73,1.29,a
22-11-20,Servette 1 : 1 Lugano,SER,211,1,6,1,11,2,0,4-2-3-1,0,3,16,5,513,89%,4,3,13,23%,125,44%,57,54%,68,35%,23,39%,22,36%,24,50%,65,8,53,4,10,40%,49%,61,38,13,798,648,81%,31%,5,5,1,456,3,63,6,10%,17,4,24%,5,4,80%,3,2,67%,2,2,100%,0,0,0,0,0,0,0,0,0,4,7.52,31,17,4,1,25%,6,3,50%,1697.15,100,1.83,1.54,0.29,1.5,0.55,0.11,0.15,1.83,1.54,h
22-11-20,Servette 1 : 1 Lugano,LUG,219,1,7,1,8,3,0,3-5-2*,1,4,10,6,563,85%,10,6,16,31%,125,56%,68,65%,57,46%,23,61%,21,57%,28,71%,68,6,47,5,14,43%,51%,70,42,14,829,677,82%,60%,3,1,0,481,5,69,6,9%,16,2,13%,10,3,30%,3,1,33%,5,2,40%,2,0,0,0,0,0,0,0,0,6,8.29,34,24,5,3,60%,9,3,33%,1799.69,105,1.54,1.83,0.29,0.7,0.65,0.15,0.11,1.54,1.83,a
22-11-20,Sion 2 : 2 Zurich,SIO,214,2,4,2,16,5,0,4-4-2d,3,6,13,3,512,82%,3,2,18,22%,167,59%,82,62%,85,56%,68,57%,16,75%,20,75%,65,11,50,7,11,45%,57%,63,45,17,821,641,78%,23%,6,4,0,420,4,69,9,13%,11,0,0,13,3,23%,6,1,17%,6,1,17%,0,0,0,1,0,0,1,0,0,5,3.39,32,23,5,1,20%,6,4,67%,1609.57,108,1.52,2.01,0.49,0.7,1.32,0.12,0.18,0.76,1.01,h
22-11-20,Sion 2 : 2 Zurich,ZUR,210,2,9,2,18,1,0,4-2-3-1,1,5,11,5,370,78%,12,7,9,22%,167,41%,85,44%,82,38%,68,43%,11,45%,23,48%,70,10,47,4,9,22%,43%,55,37,17,680,486,71%,45%,2,3,1,288,2,51,3,6%,18,2,11%,16,5,31%,10,3,30%,5,2,40%,1,0,0,1,0,0,0,0,0,2,4.83,21,10,1,1,100%,8,1,13%,1209.25,99,2.01,1.52,0.49,1.5,1,0.18,0.12,1.01,0.76,a
22-11-20,St. Gallen 2 : 2 Lausanne-Sport,SG,219,2,6,2,7,0,0,4-4-2d,1,9,21,6,578,79%,4,4,23,9%,178,51%,84,58%,94,44%,37,51%,28,50%,33,64%,88,12,72,18,7,29%,59%,102,59,25,983,743,76%,29%,8,7,0,457,2,94,10,11%,20,6,30%,15,2,13%,2,0,0,9,2,22%,4,0,0,0,0,0,0,0,0,2,4.38,32,20,3,1,33%,4,1,25%,1889.42,138,1.87,1.33,0.54,2,1.07,0.09,0.12,0.94,0.67,h
25-11-20,Basel 2 : 1 Lausanne-Sport,BAS,230,2,8,2,5,2,0,4-2-3-1,2,7,12,4,457,84%,12,7,10,20%,179,53%,66,53%,113,52%,20,65%,54,61%,23,57%,66,15,58,12,14,43%,49%,68,46,15,833,651,78%,33%,5,3,0,384,2,65,6,9%,17,2,12%,11,4,36%,3,1,33%,7,3,43%,1,0,0,0,0,0,0,0,0,6,5.28,33,15,7,3,43%,7,3,43%,1724.65,109,1.57,2.14,0.57,0.5,1.27,0.13,0.15,0.79,2.14,h
25-11-20,Sion 2 : 0 Servette,SIO,218,2,8,2,18,2,0,4-3-3d,5,3,8,5,336,79%,10,5,6,17%,161,53%,84,54%,77,52%,43,60%,26,69%,32,47%,75,13,65,5,17,24%,34%,48,28,15,669,504,75%,63%,1,2,0,265,1,41,3,7%,24,2,8%,6,2,33%,3,2,67%,3,0,0,0,0,0,0,0,0,0,0,0,4,5.5,18,6,7,0,0,10,4,40%,1099.7,102,0.65,2.42,1.77,0.1,3.08,0.08,0.11,0.33,0,h
25-11-20,Sion 2 : 0 Servette,SER,210,0,10,0,8,1,0,4-2-3-1,1,13,23,10,676,86%,16,5,30,17%,161,47%,77,48%,84,46%,43,40%,29,59%,28,36%,72,6,57,8,12,42%,66%,89,61,26,1022,816,80%,43%,7,6,0,578,5,90,10,11%,12,4,33%,18,8,44%,5,2,40%,13,6,46%,0,0,0,1,0,0,0,0,0,5,5.2,39,22,6,1,17%,6,4,67%,2120.16,122,2.42,0.65,1.77,2.7,0,0.11,0.08,0,0.33,a
28-11-20,Servette 1 : 3 Luzern,SER,196,1,3,1,13,3,0,4-4-2c,1,7,12,4,500,80%,4,1,23,17%,200,46%,96,45%,104,46%,53,45%,39,69%,42,40%,71,15,53,2,20,30%,55%,64,44,18,882,654,74%,33%,4,4,0,402,4,66,5,8%,17,2,12%,11,5,45%,4,3,75%,7,2,29%,0,0,0,2,0,0,0,0,0,6,4.61,41,10,13,4,31%,7,2,29%,1668.92,116,1.95,1.87,0.08,1.5,0.51,0.16,0.12,1.95,0.62,h
28-11-20,Servette 1 : 3 Luzern,LUZ,234,3,10,3,15,4,0,4-2-3-1,0,6,16,7,417,80%,5,4,7,14%,200,55%,104,54%,96,55%,53,55%,31,81%,46,41%,69,7,53,10,31,32%,45%,65,36,16,807,606,75%,44%,6,2,1,332,1,60,10,17%,14,2,14%,10,3,30%,3,0,0,6,3,50%,1,0,0,0,0,0,0,0,0,10,4.57,27,7,12,4,33%,19,6,32%,1362.09,102,1.87,1.95,0.08,0.7,1.6,0.12,0.16,0.62,1.95,a
28-11-20,Vaduz 4 : 1 Sion,SIO,197,1,5,1,14,4,0,4-4-2d,0,4,5,3,602,85%,4,3,16,31%,164,45%,68,49%,96,42%,49,41%,30,60%,27,44%,78,11,57,11,14,50%,57%,77,40,10,928,730,79%,60%,1,1,0,512,5,80,4,5%,15,0,0,5,1,20%,1,1,100%,4,0,0,0,0,0,1,0,0,0,0,0,7,5.42,38,15,8,3,38%,6,4,67%,1870.19,105,0.52,1.67,1.15,0.3,1.92,0.1,0.14,0.52,0.42,a
29-11-20,Lausanne-Sport 0 : 3 Young Boys,YB,244,3,8,3,9,2,0,4-4-2c,2,6,17,9,551,86%,10,4,19,32%,171,53%,62,61%,109,48%,33,45%,38,61%,30,67%,77,10,63,13,23,30%,56%,76,53,18,886,712,80%,53%,4,4,0,472,6,68,6,9%,17,5,29%,12,3,25%,4,0,0,6,2,33%,2,1,50%,0,0,0,0,0,0,7,6.61,34,15,16,5,31%,7,2,29%,1874.33,117,3.38,0.71,2.67,2.7,0.89,0.2,0.1,1.13,0,a
29-11-20,Lugano 1 : 0 Basel,LUG,225,1,5,1,16,3,0,3-5-2*,1,5,7,3,485,86%,10,3,12,8%,151,46%,67,55%,84,39%,34,35%,29,48%,31,68%,66,19,48,8,17,18%,46%,51,37,15,792,629,79%,43%,3,1,0,415,1,53,3,6%,14,2,14%,8,2,25%,3,0,0,5,2,40%,0,0,0,0,0,0,0,0,0,3,6.23,40,18,4,0,0,13,3,23%,1636.1,97,1.5,1.36,0.14,1.5,0.67,0.21,0.15,1.5,0,h
29-11-20,Lugano 1 : 0 Basel,BAS,208,0,5,0,12,1,0,03-05-02,0,3,9,1,576,86%,4,4,16,25%,151,54%,84,61%,67,45%,34,65%,26,38%,33,58%,66,12,49,12,22,36%,54%,68,48,16,870,704,81%,11%,4,4,0,498,4,76,6,8%,14,2,14%,5,1,20%,2,1,50%,3,0,0,0,0,0,0,0,0,0,0,0,8,6.01,42,25,15,6,40%,7,2,29%,1889.11,103,1.36,1.5,0.14,0.7,0,0.15,0.21,0,1.5,a
02-12-20,Luzern 2 : 0 Sion,LUZ,237,2,8,2,11,1,0,4-2-3-1,1,6,18,5,540,84%,11,7,14,21%,164,51%,85,58%,79,44%,46,50%,26,58%,37,54%,65,8,63,12,20,45%,60%,66,47,20,895,702,78%,28%,9,4,0,455,3,57,9,16%,15,3,20%,11,5,45%,4,4,100%,6,1,17%,1,0,0,2,0,0,0,0,0,9,7.65,39,26,8,4,50%,12,5,42%,1892.95,103,2.43,0.79,1.64,2.7,0.41,0.14,0.07,2.43,0,h
02-12-20,Luzern 2 : 0 Sion,SIO,192,0,1,0,13,3,0,4-4-2c,0,2,12,1,411,80%,1,1,8,25%,164,49%,79,56%,85,42%,46,50%,32,53%,34,56%,71,13,53,5,13,23%,40%,50,33,12,734,547,75%,8%,4,7,0,329,2,57,6,11%,12,1,8%,7,4,57%,5,3,60%,2,1,50%,0,0,0,1,0,0,0,0,0,3,6.59,32,12,4,0,0,9,3,33%,1282.81,99,0.79,2.43,1.64,0.1,0,0.07,0.14,0,2.43,a
02-12-20,Servette 2 : 1 Zurich,SER,214,2,5,2,15,2,0,4-3-3d,1,4,10,6,490,83%,3,2,19,11%,174,44%,98,42%,76,47%,65,45%,12,58%,33,36%,60,7,45,6,19,37%,55%,57,34,13,830,629,76%,60%,2,2,0,408,2,68,9,13%,12,0,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4.2,35,17,9,5,56%,10,2,20%,1650.54,90,1.97,2.48,0.51,0.5,1.02,0.2,0.18,0.99,2.48,h
02-12-20,Servette 2 : 1 Zurich,ZUR,214,1,12,1,8,0,0,4-2-3-1,0,7,14,7,424,79%,14,8,15,33%,174,56%,76,53%,98,58%,65,55%,30,70%,15,53%,62,7,44,7,18,50%,45%,77,49,22,756,575,76%,50%,3,3,1,336,5,63,6,10%,17,2,12%,14,5,36%,7,3,43%,7,2,29%,0,0,0,0,0,0,0,0,0,9,5.75,30,11,9,2,22%,9,7,78%,1365.35,106,2.48,1.97,0.51,2,0.4,0.18,0.2,2.48,0.99,a
05-12-20,Basel 1 : 0 Servette,BAS,233,1,6,1,12,4,0,4-3-3d,3,7,13,4,524,82%,12,4,13,15%,167,50%,81,54%,86,45%,49,63%,31,39%,29,52%,79,12,59,10,15,53%,51%,62,53,23,865,670,77%,31%,2,6,1,432,2,65,7,11%,13,1,8%,10,4,40%,2,0,0,7,3,43%,1,1,100%,0,0,0,0,0,0,8,5.52,32,20,5,3,60%,10,5,50%,1696.35,116,1.56,1.14,0.42,1.5,0.64,0.12,0.06,1.56,0,h
05-12-20,Basel 1 : 0 Servette,SER,204,0,3,0,11,5,0,4-3-3d,1,4,19,6,525,83%,6,1,15,27%,167,50%,86,55%,81,46%,49,37%,26,54%,35,66%,71,15,62,9,12,67%,49%,75,64,22,867,666,77%,32%,10,3,0,436,4,66,13,20%,18,2,11%,8,3,38%,3,1,33%,4,2,50%,1,0,0,0,0,0,0,0,0,8,5.84,26,11,6,4,67%,6,4,67%,1649.35,113,1.14,1.56,0.42,0.7,0,0.06,0.12,0,1.56,a
06-12-20,Luzern 2 : 3 Young Boys,LUZ,214,2,6,2,14,3,0,4-2-3-1,4,4,13,5,445,78%,7,3,9,33%,205,48%,106,52%,99,44%,45,49%,36,44%,44,57%,83,17,55,6,12,42%,49%,69,44,17,827,597,72%,38%,5,3,0,347,3,72,8,11%,18,2,11%,9,3,33%,4,1,25%,4,1,25%,0,0,0,0,0,0,1,1,100%,5,3.51,42,23,8,4,50%,4,1,25%,1469.29,126,2.22,1.87,0.35,1.5,0.9,0.17,0.14,1.11,0.62,h
06-12-20,Luzern 2 : 3 Young Boys,YB,226,3,7,3,20,3,0,4-4-2c,2,4,13,7,430,79%,8,3,13,31%,205,52%,99,56%,106,48%,45,51%,36,53%,40,60%,80,11,62,14,19,42%,51%,65,47,15,822,610,74%,54%,3,3,0,340,4,63,7,11%,24,3,13%,7,2,29%,2,0,0,4,1,25%,0,0,0,0,0,0,1,1,100%,8,4.13,20,8,9,3,33%,10,5,50%,1510.95,112,1.87,2.22,0.35,0.7,1.6,0.14,0.17,0.62,1.11,a
06-12-20,Zurich 4 : 0 Lausanne-Sport,ZUR,234,4,10,4,6,0,0,4-4-2c,1,1,17,8,439,80%,10,5,14,29%,153,48%,62,53%,91,44%,28,54%,25,56%,27,44%,73,15,68,9,10,40%,47%,59,36,15,774,591,76%,47%,6,3,0,353,4,67,9,13%,23,5,22%,4,1,25%,3,1,33%,1,0,0,0,0,0,1,0,0,0,0,0,4,6.64,29,15,5,1,20%,5,3,60%,1646.85,118,2.19,0.85,1.34,2.3,1.83,0.13,0.12,0.55,0,h
09-12-20,Basel 4 : 2 Sion,BAS,218,4,8,4,14,1,0,4-2-3-1,1,6,13,7,422,81%,12,3,8,13%,164,50%,84,54%,80,46%,32,56%,24,79%,43,51%,72,22,52,3,11,45%,47%,54,33,12,739,564,76%,54%,1,4,1,343,1,58,5,9%,8,1,13%,9,4,44%,3,0,0,6,4,67%,0,0,0,0,0,0,0,0,0,5,5.96,41,20,4,2,50%,7,3,43%,1431.39,108,3.16,3.6,0.44,0.7,1.27,0.24,0.23,0.79,1.8,h
09-12-20,Basel 4 : 2 Sion,SIO,212,2,7,2,10,1,0,4-2-3-1,3,8,16,5,502,84%,8,4,21,33%,164,50%,80,54%,84,46%,32,44%,38,55%,34,44%,68,6,62,18,21,62%,53%,74,55,23,848,663,78%,31%,5,6,0,423,7,61,9,15%,22,1,5%,14,5,36%,3,0,0,8,3,38%,1,0,0,0,0,0,2,1,50%,13,5.44,27,16,8,6,75%,13,7,54%,1615.74,108,3.6,3.16,0.44,1.5,0.56,0.23,0.24,1.8,0.79,a
09-12-20,Vaduz 0 : 2 Servette,SER,229,2,5,2,17,1,0,4-2-3-1,1,6,16,5,528,87%,5,3,9,33%,160,47%,79,53%,81,41%,33,55%,26,54%,39,49%,68,16,55,7,12,58%,53%,57,46,20,862,679,79%,31%,6,5,0,459,3,53,5,9%,17,7,41%,9,4,44%,2,2,100%,6,2,33%,1,0,0,2,0,0,0,0,0,7,4.76,33,24,7,5,71%,5,2,40%,1719.29,103,1.07,1.12,0.05,0.7,1.87,0.07,0.11,0.54,0,a
09-12-20,Zurich 1 : 2 St. Gallen,ZUR,209,1,7,1,18,5,0,4-2-3-1,5,2,9,5,397,75%,15,6,6,17%,191,52%,83,53%,108,51%,35,66%,51,57%,36,61%,84,9,70,12,10,40%,51%,70,46,19,769,562,73%,56%,3,1,0,296,1,67,2,3%,23,4,17%,14,3,21%,6,1,17%,2,0,0,6,2,33%,0,0,0,0,0,0,4,4.53,31,13,3,1,33%,7,3,43%,1445.25,130,1.56,1.19,0.37,1.5,0.64,0.17,0.07,1.56,0.6,h
09-12-20,Zurich 1 : 2 St. Gallen,SG,217,2,6,2,17,2,0,4-4-2d,1,8,16,6,369,74%,9,4,14,14%,191,48%,108,49%,83,47%,35,34%,29,48%,54,46%,83,18,59,4,18,44%,49%,67,34,18,752,531,71%,38%,6,3,1,272,2,58,7,12%,21,4,19%,12,4,33%,3,2,67%,8,2,25%,1,0,0,2,0,0,0,0,0,8,3.75,20,10,7,5,71%,11,3,27%,1366.44,127,1.19,1.56,0.37,0.7,1.68,0.07,0.17,0.6,1.56,a
12-12-20,Sion 1 : 2 Luzern,SIO,199,1,3,1,14,1,0,4-3-3d,1,6,6,3,451,78%,3,1,12,33%,181,50%,83,53%,98,48%,63,52%,18,50%,18,50%,83,13,55,7,9,33%,49%,69,32,12,802,593,74%,50%,2,1,0,351,4,69,2,3%,13,2,15%,10,2,20%,4,0,0,6,2,33%,0,0,0,0,0,0,0,0,0,3,3.32,28,12,6,2,33%,3,1,33%,1364.79,114,0.46,2.73,2.27,0.1,2.17,0.08,0.15,0.46,1.37,h
12-12-20,Sion 1 : 2 Luzern,LUZ,228,2,10,2,19,2,0,4-2-3-1,2,8,18,11,408,76%,13,5,14,43%,181,50%,98,52%,83,47%,63,48%,17,53%,23,61%,82,15,64,9,16,38%,51%,70,49,18,783,567,72%,61%,4,3,0,309,6,61,7,11%,22,5,23%,16,4,25%,4,2,50%,8,1,13%,4,1,25%,1,0,0,0,0,0,6,3.94,28,19,5,2,40%,11,4,36%,1414.88,121,2.73,0.46,2.27,2.7,0.73,0.15,0.08,1.37,0.46,a
12-12-20,Vaduz 0 : 2 Basel,BAS,235,2,6,2,12,4,0,4-3-3d,2,5,12,6,548,84%,6,5,6,0,168,55%,74,66%,94,46%,37,59%,41,54%,23,65%,70,16,53,8,12,42%,57%,66,45,15,869,687,79%,50%,2,4,0,461,0,61,5,8%,16,3,19%,10,3,30%,5,2,40%,5,1,20%,0,0,0,1,0,0,0,0,0,5,5.71,34,23,6,3,50%,6,2,33%,1928.32,104,0.93,0.25,0.68,2,2.15,0.08,0.03,0.47,0,a
13-12-20,Lausanne-Sport 0 : 1 St. Gallen,SG,217,1,3,1,11,0,0,4-4-2d,2,9,13,1,381,73%,5,3,10,20%,198,46%,90,49%,108,44%,52,52%,32,50%,45,53%,90,10,52,12,21,48%,48%,79,56,19,767,529,69%,8%,7,5,0,277,2,67,5,7%,20,4,20%,18,4,22%,6,3,50%,9,1,11%,3,0,0,3,0,0,0,0,0,10,6.35,21,7,16,9,56%,5,1,20%,1324.72,123,0.67,2.36,1.69,0.1,1.49,0.05,0.14,0.67,0,a
13-12-20,Lugano 0 : 1 Zurich,LUG,201,0,4,0,16,2,0,3-5-2*,0,7,14,4,539,87%,3,2,25,32%,143,37%,75,53%,68,19%,54,33%,21,33%,28,61%,69,11,58,9,8,13%,56%,70,48,19,842,662,79%,29%,5,5,0,470,8,67,6,9%,14,3,21%,8,4,50%,1,0,0,7,4,57%,0,0,0,0,0,0,0,0,0,1,4.38,34,26,2,0,0,6,1,17%,1827.27,106,1.03,1.65,0.62,0.5,0,0.07,0.12,0,1.65,h
13-12-20,Lugano 0 : 1 Zurich,ZUR,229,1,6,1,11,2,0,4-2-3-1,0,8,14,5,417,80%,3,1,15,13%,143,63%,68,81%,75,47%,54,67%,22,50%,32,78%,68,13,54,8,8,13%,45%,64,40,16,704,549,78%,36%,7,2,0,333,2,59,6,10%,13,2,15%,13,6,46%,4,2,50%,8,4,50%,1,0,0,1,0,0,0,0,0,1,7.23,25,17,6,1,17%,2,0,0,1465.13,107,1.65,1.03,0.62,2,0.61,0.12,0.07,1.65,0,a
13-12-20,Young Boys 1 : 2 Servette,YB,218,1,7,1,10,1,0,4-2-3-1,0,16,18,8,529,81%,8,3,35,31%,204,56%,95,58%,109,54%,51,61%,36,69%,36,47%,75,11,56,15,24,54%,56%,97,75,29,894,686,77%,44%,7,2,1,431,11,79,6,8%,13,2,15%,24,9,38%,3,2,67%,16,5,31%,5,2,40%,1,0,0,0,0,0,13,7.02,37,15,12,7,58%,12,6,50%,1828.72,120,2.52,1.55,0.97,2,0.4,0.14,0.16,2.52,0.78,h
13-12-20,Young Boys 1 : 2 Servette,SER,224,2,8,2,9,0,0,4-3-3d,0,3,10,5,427,82%,8,5,8,13%,204,44%,109,46%,95,42%,51,39%,27,70%,44,43%,76,18,62,9,22,41%,44%,53,35,12,807,600,74%,50%,4,1,0,351,1,54,4,7%,19,5,26%,4,1,25%,1,1,100%,3,0,0,0,0,0,1,0,0,0,0,0,9,3.78,31,7,11,5,45%,11,4,36%,1434.9,112,1.55,2.52,0.97,0.5,1.29,0.16,0.14,0.78,2.52,a
